,,,DATA AS OF: August 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,




School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA - # of English Language Arts (ELA) Test Takers,MSAA - ELA -  # Level 1,MSAA - ELA - # Level 2,MSAA - ELA - # Level 3,MSAA - ELA - # Level 4,MSAA - ELA # Proficient,MSAA - ELA - % Level 1,MSAA - ELA - % Level 2,MSAA - ELA - % Level 3,MSAA - ELA - % Level 4,MSAA - ELA - % Proficient,MSAA - # of Math Test Takers,MSAA - Math -  # Level 1,MSAA - Math - # Level 2,MSAA - Math - # Level 3,MSAA - Math - # Level 4,MSAA - Math # Proficient,MSAA - Math - % Level 1,MSAA - Math - % Level 2,MSAA - Math - % Level 3,MSAA - Math - % Level 4,MSAA - Math - % Proficient
409,School Without Walls @ Francis-Stevens,06,60,9,15,17,16,3,19,0.150,0.250,0.283,0.267,0.050,0.317,60,6,14,25,14,1,15,0.100,0.233,0.417,0.233,1.6666666666666666E-2,0.250,.,,,,,,,,,,,.,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,07,47,6,7,12,19,3,22,0.128,0.149,0.255,0.404,6.3829787234042548E-2,0.468,47,5,9,10,19,4,23,0.106,0.191,0.213,0.404,8.5106382978723402E-2,0.489,.,,,,,,,,,,,.,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,08,43,4,6,8,21,4,25,9.3023255813953487E-2,0.140,0.186,0.488,9.3023255813953487E-2,0.581,43,7,10,13,10,3,13,0.163,0.233,0.302,0.233,6.9767441860465115E-2,0.302,.,,,,,,,,,,,.,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,ALL,263,42,48,58,98,17,115,0.160,0.183,0.221,0.373,6.4638783269961975E-2,0.437,263,29,53,72,85,24,109,0.110,0.202,0.274,0.323,9.125475285171103E-2,0.414,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
413,Hart Middle School,06,105,31,27,31,15,1,16,0.295,0.257,0.295,0.143,9.5238095238095247E-3,0.152,105,39,38,27,1,0,1,0.371,0.362,0.257,9.5238095238095247E-3,0.000,9.5238095238095247E-3,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
413,Hart Middle School,07,107,17,34,29,19,8,27,0.159,0.318,0.271,0.178,7.476635514018691E-2,0.252,107,23,47,30,7,0,7,0.215,0.439,0.280,6.5420560747663545E-2,0.000,6.5420560747663545E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
413,Hart Middle School,08,107,27,35,24,20,1,21,0.252,0.327,0.224,0.187,9.3457943925233638E-3,0.196,110,64,33,11,2,0,2,0.582,0.300,0.100,1.8181818181818181E-2,0.000,1.8181818181818181E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
413,Hart Middle School,ALL,319,75,96,84,54,10,64,0.235,0.301,0.263,0.169,3.1347962382445138E-2,0.201,322,126,118,68,10,0,10,0.391,0.366,0.211,3.1055900621118012E-2,0.000,3.1055900621118012E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
416,Johnson Middle School,06,91,27,22,31,11,0,11,0.297,0.242,0.341,0.121,0.000,0.121,93,43,31,16,3,0,3,0.462,0.333,0.172,3.2258064516129031E-2,0.000,3.2258064516129031E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
416,Johnson Middle School,07,91,18,32,20,20,1,21,0.198,0.352,0.220,0.220,1.098901098901099E-2,0.231,91,21,42,24,4,0,4,0.231,0.462,0.264,4.3956043956043959E-2,0.000,4.3956043956043959E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
416,Johnson Middle School,08,73,25,18,16,12,2,14,0.342,0.247,0.219,0.164,2.7397260273972601E-2,0.192,72,48,15,8,1,0,1,0.667,0.208,0.111,1.3888888888888888E-2,0.000,1.3888888888888888E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
416,Johnson Middle School,ALL,255,70,72,67,43,3,46,0.275,0.282,0.263,0.169,1.1764705882352941E-2,0.180,256,112,88,48,8,0,8,0.438,0.344,0.188,3.125E-2,0.000,3.125E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
417,Kramer Middle School,06,62,23,23,12,4,0,4,0.371,0.371,0.194,6.4516129032258063E-2,0.000,6.4516129032258063E-2,63,33,15,7,7,1,8,0.524,0.238,0.111,0.111,1.5873015873015872E-2,0.127,.,,,,,,,,,,,.,,,,,,,,,,
417,Kramer Middle School,07,55,26,17,7,5,0,5,0.473,0.309,0.127,9.0909090909090912E-2,0.000,9.0909090909090912E-2,55,16,31,8,0,0,0,0.291,0.564,0.145,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
417,Kramer Middle School,08,48,34,7,2,5,0,5,0.708,0.146,4.1666666666666664E-2,0.104,0.000,0.104,52,40,12,0,0,0,0,0.769,0.231,0.000,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
417,Kramer Middle School,ALL,165,83,47,21,14,0,14,0.503,0.285,0.127,8.4848484848484854E-2,0.000,8.4848484848484854E-2,170,89,58,15,7,1,8,0.524,0.341,8.8235294117647065E-2,4.1176470588235294E-2,5.8823529411764705E-3,4.7058823529411764E-2,.,,,,,,,,,,,.,,,,,,,,,,
420,MacFarland Middle School,06,207,40,66,59,39,3,42,0.193,0.319,0.285,0.188,1.4492753623188406E-2,0.203,208,64,85,37,21,1,22,0.308,0.409,0.178,0.101,4.807692307692308E-3,0.106,.,,,,,,,,,,,.,,,,,,,,,,
420,MacFarland Middle School,07,67,7,15,23,19,3,22,0.104,0.224,0.343,0.284,4.4776119402985072E-2,0.328,68,8,26,22,12,0,12,0.118,0.382,0.324,0.176,0.000,0.176,.,,,,,,,,,,,.,,,,,,,,,,
420,MacFarland Middle School,08,71,18,22,12,17,2,19,0.254,0.310,0.169,0.239,2.8169014084507043E-2,0.268,71,31,18,15,6,1,7,0.437,0.254,0.211,8.4507042253521125E-2,1.4084507042253521E-2,9.8591549295774641E-2,.,,,,,,,,,,,.,,,,,,,,,,
420,MacFarland Middle School,ALL,345,65,103,94,75,8,83,0.188,0.299,0.272,0.217,2.318840579710145E-2,0.241,347,103,129,74,39,2,41,0.297,0.372,0.213,0.112,5.763688760806916E-3,0.118,.,,,,,,,,,,,.,,,,,,,,,,
421,Kelly Miller Middle School,06,185,49,61,50,24,1,25,0.265,0.330,0.270,0.130,5.4054054054054057E-3,0.135,181,82,57,34,8,0,8,0.453,0.315,0.188,4.4198895027624308E-2,0.000,4.4198895027624308E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
421,Kelly Miller Middle School,07,130,49,36,24,16,5,21,0.377,0.277,0.185,0.123,3.8461538461538464E-2,0.162,123,31,59,23,10,0,10,0.252,0.480,0.187,8.1300813008130079E-2,0.000,8.1300813008130079E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
421,Kelly Miller Middle School,08,128,28,29,29,37,5,42,0.219,0.227,0.227,0.289,3.90625E-2,0.328,125,57,42,19,7,0,7,0.456,0.336,0.152,5.6000000000000001E-2,0.000,5.6000000000000001E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
421,Kelly Miller Middle School,ALL,443,126,126,103,77,11,88,0.284,0.284,0.233,0.174,2.4830699774266364E-2,0.199,429,170,158,76,25,0,25,0.396,0.368,0.177,5.8275058275058272E-2,0.000,5.8275058275058272E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
427,Sousa Middle School,06,79,19,29,21,9,1,10,0.241,0.367,0.266,0.114,1.2658227848101266E-2,0.127,78,28,28,17,5,0,5,0.359,0.359,0.218,6.4102564102564097E-2,0.000,6.4102564102564097E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
427,Sousa Middle School,07,64,20,20,14,9,1,10,0.312,0.312,0.219,0.141,1.5625E-2,0.156,65,18,23,23,1,0,1,0.277,0.354,0.354,1.5384615384615385E-2,0.000,1.5384615384615385E-2,.,,,,,,,,,,,.,,,,,,,,,,
427,Sousa Middle School,08,79,28,22,18,11,0,11,0.354,0.278,0.228,0.139,0.000,0.139,81,54,17,9,1,0,1,0.667,0.210,0.111,1.2345679012345678E-2,0.000,1.2345679012345678E-2,.,,,,,,,,,,,.,,,,,,,,,,
427,Sousa Middle School,ALL,222,67,71,53,29,2,31,0.302,0.320,0.239,0.131,9.0090090090090089E-3,0.140,224,100,68,49,7,0,7,0.446,0.304,0.219,3.125E-2,0.000,3.125E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
428,Stuart-Hobson Middle School (Capitol Hill Cluster),06,163,6,21,38,75,23,98,3.6809815950920248E-2,0.129,0.233,0.460,0.141,0.601,162,10,38,59,47,8,55,6.1728395061728392E-2,0.235,0.364,0.290,4.9382716049382713E-2,0.340,10,3,5,1,1,2,0.300,0.500,0.100,0.100,0.200,n < 10,,,,,,,,,,
428,Stuart-Hobson Middle School (Capitol Hill Cluster),07,132,10,15,34,48,25,73,7.575757575757576E-2,0.114,0.258,0.364,0.189,0.553,131,14,53,43,20,1,21,0.107,0.405,0.328,0.153,7.6335877862595417E-3,0.160,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
428,Stuart-Hobson Middle School (Capitol Hill Cluster),08,129,8,20,34,50,17,67,6.2015503875968991E-2,0.155,0.264,0.388,0.132,0.519,128,46,33,26,19,4,23,0.359,0.258,0.203,0.148,3.125E-2,0.180,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
428,Stuart-Hobson Middle School (Capitol Hill Cluster),ALL,424,24,56,106,173,65,238,5.6603773584905662E-2,0.132,0.250,0.408,0.153,0.561,421,70,124,128,86,13,99,0.166,0.295,0.304,0.204,3.0878859857482184E-2,0.235,17,6,8,2,1,3,0.353,0.471,0.118,5.8823529411764705E-2,0.176,16,6,3,5,2,7,0.375,0.188,0.312,0.125,0.438
433,Jefferson Middle School Academy,06,129,28,29,30,37,5,42,0.217,0.225,0.233,0.287,3.875968992248062E-2,0.326,130,34,31,39,25,1,26,0.262,0.238,0.300,0.192,7.6923076923076927E-3,0.200,.,,,,,,,,,,,.,,,,,,,,,,
433,Jefferson Middle School Academy,07,96,23,18,11,30,14,44,0.240,0.188,0.115,0.312,0.146,0.458,98,6,30,35,24,3,27,6.1224489795918366E-2,0.306,0.357,0.245,3.0612244897959183E-2,0.276,.,,,,,,,,,,,.,,,,,,,,,,
433,Jefferson Middle School Academy,08,92,21,18,23,27,3,30,0.228,0.196,0.250,0.293,3.2608695652173912E-2,0.326,92,33,21,24,14,0,14,0.359,0.228,0.261,0.152,0.000,0.152,.,,,,,,,,,,,.,,,,,,,,,,
433,Jefferson Middle School Academy,ALL,317,72,65,64,94,22,116,0.227,0.205,0.202,0.297,6.9400630914826497E-2,0.366,320,73,82,98,63,4,67,0.228,0.256,0.306,0.197,1.2500000000000001E-2,0.209,.,,,,,,,,,,,.,,,,,,,,,,
435,McKinley Middle School,06,62,14,20,12,16,0,16,0.226,0.323,0.194,0.258,0.000,0.258,62,22,26,10,4,0,4,0.355,0.419,0.161,6.4516129032258063E-2,0.000,6.4516129032258063E-2,.,,,,,,,,,,,.,,,,,,,,,,
435,McKinley Middle School,07,66,18,10,16,17,5,22,0.273,0.152,0.242,0.258,7.575757575757576E-2,0.333,66,20,26,12,8,0,8,0.303,0.394,0.182,0.121,0.000,0.121,.,,,,,,,,,,,.,,,,,,,,,,
435,McKinley Middle School,08,82,28,22,15,17,0,17,0.341,0.268,0.183,0.207,0.000,0.207,81,52,17,8,4,0,4,0.642,0.210,9.8765432098765427E-2,4.9382716049382713E-2,0.000,4.9382716049382713E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
435,McKinley Middle School,ALL,210,60,52,43,50,5,55,0.286,0.248,0.205,0.238,2.3809523809523808E-2,0.262,209,94,69,30,16,0,16,0.450,0.330,0.144,7.6555023923444973E-2,0.000,7.6555023923444973E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
436,Ron Brown College Preparatory High School,ALL,74,34,15,13,11,1,12,0.459,0.203,0.176,0.149,1.3513513513513514E-2,0.162,78,21,41,13,3,0,3,0.269,0.526,0.167,3.8461538461538464E-2,0.000,3.8461538461538464E-2,.,,,,,,,,,,,.,,,,,,,,,,
436,Ron Brown College Preparatory High School,HS,74,34,15,13,11,1,12,0.459,0.203,0.176,0.149,1.3513513513513514E-2,0.162,78,21,41,13,3,0,3,0.269,0.526,0.167,3.8461538461538464E-2,0.000,3.8461538461538464E-2,.,,,,,,,,,,,.,,,,,,,,,,
442,Columbia Heights Education Campus,06,136,23,31,37,40,5,45,0.169,0.228,0.272,0.294,3.6764705882352942E-2,0.331,138,19,24,45,46,4,50,0.138,0.174,0.326,0.333,2.8985507246376812E-2,0.362,.,,,,,,,,,,,.,,,,,,,,,,
442,Columbia Heights Education Campus,07,114,16,22,33,28,15,43,0.140,0.193,0.289,0.246,0.132,0.377,114,9,39,37,25,4,29,7.8947368421052627E-2,0.342,0.325,0.219,3.5087719298245612E-2,0.254,.,,,,,,,,,,,.,,,,,,,,,,
442,Columbia Heights Education Campus,08,93,10,19,24,34,6,40,0.108,0.204,0.258,0.366,6.4516129032258063E-2,0.430,94,25,18,29,21,1,22,0.266,0.191,0.309,0.223,1.0638297872340425E-2,0.234,.,,,,,,,,,,,.,,,,,,,,,,
442,Columbia Heights Education Campus,ALL,555,99,108,148,167,33,200,0.178,0.195,0.267,0.301,5.9459459459459463E-2,0.360,555,98,183,159,106,9,115,0.177,0.330,0.286,0.191,1.6216216216216217E-2,0.207,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
442,Columbia Heights Education Campus,HS,212,50,36,54,65,7,72,0.236,0.170,0.255,0.307,3.3018867924528301E-2,0.340,209,45,102,48,14,0,14,0.215,0.488,0.230,6.6985645933014357E-2,0.000,6.6985645933014357E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
450,Anacostia High School,ALL,48,37,2,3,6,0,6,0.771,4.1666666666666664E-2,6.25E-2,0.125,0.000,0.125,54,21,29,3,1,0,1,0.389,0.537,5.5555555555555552E-2,1.8518518518518517E-2,0.000,1.8518518518518517E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
450,Anacostia High School,HS,48,37,2,3,6,0,6,0.771,4.1666666666666664E-2,6.25E-2,0.125,0.000,0.125,54,21,29,3,1,0,1,0.389,0.537,5.5555555555555552E-2,1.8518518518518517E-2,0.000,1.8518518518518517E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
452,Ballou High School,ALL,134,85,34,8,5,2,7,0.634,0.254,5.9701492537313432E-2,3.7313432835820892E-2,1.4925373134328358E-2,5.2238805970149252E-2,121,54,51,13,3,0,3,0.446,0.421,0.107,2.4793388429752067E-2,0.000,2.4793388429752067E-2,.,,,,,,,,,,,.,,,,,,,,,,
452,Ballou High School,HS,134,85,34,8,5,2,7,0.634,0.254,5.9701492537313432E-2,3.7313432835820892E-2,1.4925373134328358E-2,5.2238805970149252E-2,121,54,51,13,3,0,3,0.446,0.421,0.107,2.4793388429752067E-2,0.000,2.4793388429752067E-2,.,,,,,,,,,,,.,,,,,,,,,,
454,Cardozo Education Campus,06,33,9,9,9,5,1,6,0.273,0.273,0.273,0.152,3.0303030303030304E-2,0.182,33,17,11,3,2,0,2,0.515,0.333,9.0909090909090912E-2,6.0606060606060608E-2,0.000,6.0606060606060608E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
454,Cardozo Education Campus,07,50,15,13,12,7,3,10,0.300,0.260,0.240,0.140,0.060,0.200,49,16,22,9,2,0,2,0.327,0.449,0.184,4.0816326530612242E-2,0.000,4.0816326530612242E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
454,Cardozo Education Campus,08,47,19,11,8,8,1,9,0.404,0.234,0.170,0.170,2.1276595744680851E-2,0.191,47,30,11,4,2,0,2,0.638,0.234,8.5106382978723402E-2,4.2553191489361701E-2,0.000,4.2553191489361701E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
454,Cardozo Education Campus,ALL,226,104,51,41,25,5,30,0.460,0.226,0.181,0.111,2.2123893805309734E-2,0.133,226,97,94,26,8,1,9,0.429,0.416,0.115,3.5398230088495575E-2,4.4247787610619468E-3,3.9823008849557522E-2,13,2,2,8,1,9,0.154,0.154,0.615,7.6923076923076927E-2,0.692,13,1,3,9,0,9,7.6923076923076927E-2,0.231,0.692,0.000,0.692
454,Cardozo Education Campus,HS,96,61,18,12,5,0,5,0.635,0.188,0.125,5.2083333333333336E-2,0.000,5.2083333333333336E-2,97,34,50,10,2,1,3,0.351,0.515,0.103,2.0618556701030927E-2,1.0309278350515464E-2,3.0927835051546393E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
455,Coolidge High School,ALL,60,28,16,10,6,0,6,0.467,0.267,0.167,0.100,0.000,0.100,57,24,28,5,0,0,0,0.421,0.491,8.771929824561403E-2,0.000,0.000,0.000,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
455,Coolidge High School,HS,60,28,16,10,6,0,6,0.467,0.267,0.167,0.100,0.000,0.100,57,24,28,5,0,0,0,0.421,0.491,8.771929824561403E-2,0.000,0.000,0.000,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
456,Roosevelt STAY High School,ALL,19,17,2,0,0,0,0,0.895,0.105,0.000,0.000,0.000,0.000,24,13,11,0,0,0,0,0.542,0.458,0.000,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
456,Roosevelt STAY High School,HS,19,17,2,0,0,0,0,0.895,0.105,0.000,0.000,0.000,0.000,24,13,11,0,0,0,0,0.542,0.458,0.000,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
457,Eastern High School,ALL,128,46,23,27,23,9,32,0.359,0.180,0.211,0.180,7.03125E-2,0.250,136,33,84,19,0,0,0,0.243,0.618,0.140,0.000,0.000,0.000,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
457,Eastern High School,HS,128,46,23,27,23,9,32,0.359,0.180,0.211,0.180,7.03125E-2,0.250,136,33,84,19,0,0,0,0.243,0.618,0.140,0.000,0.000,0.000,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
458,McKinley Technology High School,ALL,171,5,13,41,90,22,112,2.9239766081871343E-2,7.6023391812865493E-2,0.240,0.526,0.129,0.655,185,7,47,73,55,3,58,3.783783783783784E-2,0.254,0.395,0.297,1.6216216216216217E-2,0.314,.,,,,,,,,,,,.,,,,,,,,,,
458,McKinley Technology High School,HS,171,5,13,41,90,22,112,2.9239766081871343E-2,7.6023391812865493E-2,0.240,0.526,0.129,0.655,185,7,47,73,55,3,58,3.783783783783784E-2,0.254,0.395,0.297,1.6216216216216217E-2,0.314,.,,,,,,,,,,,.,,,,,,,,,,
459,Roosevelt High School,ALL,134,86,21,17,9,1,10,0.642,0.157,0.127,6.7164179104477612E-2,7.462686567164179E-3,7.4626865671641784E-2,137,51,64,17,5,0,5,0.372,0.467,0.124,3.6496350364963501E-2,0.000,3.6496350364963501E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
459,Roosevelt High School,HS,134,86,21,17,9,1,10,0.642,0.157,0.127,6.7164179104477612E-2,7.462686567164179E-3,7.4626865671641784E-2,137,51,64,17,5,0,5,0.372,0.467,0.124,3.6496350364963501E-2,0.000,3.6496350364963501E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
462,Ballou STAY High School,ALL,12,8,3,1,0,0,0,0.667,0.250,8.3333333333333329E-2,0.000,0.000,0.000,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
462,Ballou STAY High School,HS,12,8,3,1,0,0,0,0.667,0.250,8.3333333333333329E-2,0.000,0.000,0.000,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
463,Woodrow Wilson High School,ALL,441,78,39,68,140,116,256,0.177,8.8435374149659865E-2,0.154,0.317,0.263,0.580,416,44,124,114,121,13,134,0.106,0.298,0.274,0.291,3.125E-2,0.322,.,,,,,,,,,,,.,,,,,,,,,,
463,Woodrow Wilson High School,HS,441,78,39,68,140,116,256,0.177,8.8435374149659865E-2,0.154,0.317,0.263,0.580,416,44,124,114,121,13,134,0.106,0.298,0.274,0.291,3.125E-2,0.322,.,,,,,,,,,,,.,,,,,,,,,,
464,H.D. Woodson High School,ALL,85,43,21,15,5,1,6,0.506,0.247,0.176,5.8823529411764705E-2,1.1764705882352941E-2,7.0588235294117646E-2,89,28,49,10,2,0,2,0.315,0.551,0.112,2.247191011235955E-2,0.000,2.247191011235955E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
464,H.D. Woodson High School,HS,85,43,21,15,5,1,6,0.506,0.247,0.176,5.8823529411764705E-2,1.1764705882352941E-2,7.0588235294117646E-2,89,28,49,10,2,0,2,0.315,0.551,0.112,2.247191011235955E-2,0.000,2.247191011235955E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
466,School Without Walls High School,ALL,137,0,4,5,40,88,128,0.000,2.9197080291970802E-2,3.6496350364963501E-2,0.292,0.642,0.934,132,0,2,19,94,17,111,0.000,1.5151515151515152E-2,0.144,0.712,0.129,0.841,.,,,,,,,,,,,.,,,,,,,,,,
466,School Without Walls High School,HS,137,0,4,5,40,88,128,0.000,2.9197080291970802E-2,3.6496350364963501E-2,0.292,0.642,0.934,132,0,2,19,94,17,111,0.000,1.5151515151515152E-2,0.144,0.712,0.129,0.841,.,,,,,,,,,,,.,,,,,,,,,,
467,Dunbar High School,ALL,209,100,39,37,33,0,33,0.478,0.187,0.177,0.158,0.000,0.158,221,71,114,35,1,0,1,0.321,0.516,0.158,4.5248868778280547E-3,0.000,4.5248868778280547E-3,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
467,Dunbar High School,HS,209,100,39,37,33,0,33,0.478,0.187,0.177,0.158,0.000,0.158,221,71,114,35,1,0,1,0.321,0.516,0.158,4.5248868778280547E-3,0.000,4.5248868778280547E-3,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
471,Duke Ellington School of the Arts,ALL,141,7,10,41,57,26,83,4.9645390070921988E-2,7.0921985815602842E-2,0.291,0.404,0.184,0.589,145,12,55,52,26,0,26,8.2758620689655171E-2,0.379,0.359,0.179,0.000,0.179,.,,,,,,,,,,,.,,,,,,,,,,
471,Duke Ellington School of the Arts,HS,141,7,10,41,57,26,83,4.9645390070921988E-2,7.0921985815602842E-2,0.291,0.404,0.184,0.589,145,12,55,52,26,0,26,8.2758620689655171E-2,0.379,0.359,0.179,0.000,0.179,.,,,,,,,,,,,.,,,,,,,,,,
474,Washington Metropolitan High School,08,10,8,0,0,2,0,2,0.800,0.000,0.000,0.200,0.000,0.200,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
474,Washington Metropolitan High School,ALL,20,17,1,0,2,0,2,0.850,0.050,0.000,0.100,0.000,0.100,21,10,10,1,0,0,0,0.476,0.476,4.7619047619047616E-2,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
474,Washington Metropolitan High School,HS,10,9,1,0,0,0,0,0.900,0.100,0.000,0.000,0.000,0.000,14,7,6,1,0,0,0,0.500,0.429,7.1428571428571425E-2,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
478,"Phelps Architecture, Construction and Engineering High School",ALL,65,15,12,25,12,1,13,0.231,0.185,0.385,0.185,1.5384615384615385E-2,0.200,64,4,27,29,4,0,4,6.25E-2,0.422,0.453,6.25E-2,0.000,6.25E-2,.,,,,,,,,,,,.,,,,,,,,,,
478,"Phelps Architecture, Construction and Engineering High School",HS,65,15,12,25,12,1,13,0.231,0.185,0.385,0.185,1.5384615384615385E-2,0.200,64,4,27,29,4,0,4,6.25E-2,0.422,0.453,6.25E-2,0.000,6.25E-2,.,,,,,,,,,,,.,,,,,,,,,,
861,Youth Services Center,ALL,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
861,Youth Services Center,HS,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
884,Luke C. Moore High School,ALL,n < 10,,,,,,,,,,,,,19,8,10,1,0,0,0,0.421,0.526,5.2631578947368418E-2,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
884,Luke C. Moore High School,HS,n < 10,,,,,,,,,,,,,19,8,10,1,0,0,0,0.421,0.526,5.2631578947368418E-2,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,03,44,2,5,8,29,0,29,4.5454545454545456E-2,0.114,0.182,0.659,0.000,0.659,44,2,2,9,20,11,31,4.5454545454545456E-2,4.5454545454545456E-2,0.205,0.455,0.250,0.705,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,04,42,0,2,7,25,8,33,0.000,4.7619047619047616E-2,0.167,0.595,0.190,0.786,42,0,3,6,23,10,33,0.000,7.1428571428571425E-2,0.143,0.548,0.238,0.786,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,05,15,0,1,0,13,1,14,0.000,6.6666666666666666E-2,0.000,0.867,6.6666666666666666E-2,0.933,15,1,1,2,10,1,11,6.6666666666666666E-2,6.6666666666666666E-2,0.133,0.667,6.6666666666666666E-2,0.733,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,ALL,101,2,8,15,67,9,76,1.9801980198019802E-2,7.9207920792079209E-2,0.149,0.663,8.9108910891089105E-2,0.752,101,3,6,17,53,22,75,2.9702970297029702E-2,5.9405940594059403E-2,0.168,0.525,0.218,0.743,.,,,,,,,,,,,.,,,,,,,,,,
950,Inspiring Youth Program,ALL,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
950,Inspiring Youth Program,HS,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
DCPS,DC Public Schools,03,3762,914,735,766,1188,159,1347,0.243,0.195,0.204,0.316,4.2264752791068581E-2,0.358,3759,546,638,948,1227,400,1627,0.145,0.170,0.252,0.326,0.106,0.433,17,6,1,6,4,10,0.353,5.8823529411764705E-2,0.353,0.235,0.588,17,3,4,6,4,10,0.176,0.235,0.353,0.235,0.588
DCPS,DC Public Schools,04,3661,630,677,838,1030,486,1516,0.172,0.185,0.229,0.281,0.133,0.414,3658,599,769,836,1219,235,1454,0.164,0.210,0.229,0.333,6.424275560415528E-2,0.397,41,12,8,17,4,21,0.293,0.195,0.415,9.7560975609756101E-2,0.512,41,7,12,13,9,22,0.171,0.293,0.317,0.220,0.537
DCPS,DC Public Schools,05,3478,617,766,830,1044,221,1265,0.177,0.220,0.239,0.300,6.3542265669925241E-2,0.364,3475,493,949,871,928,234,1162,0.142,0.273,0.251,0.267,6.7338129496402874E-2,0.334,43,9,11,16,7,23,0.209,0.256,0.372,0.163,0.535,44,6,9,19,10,29,0.136,0.205,0.432,0.227,0.659
