CDSCode,County,District,School,City,Charter,SOCType,Virtual,Magnet,Latitude,Longitude
50755720117689,Stanislaus,Waterford Unified,Sentinel High,Waterford,N,Continuation High Schools,C,N,37.636262,-120.77382
50755725030259,Stanislaus,Waterford Unified,Waterford High,Waterford,N,High Schools (Public),N,N,37.636262,-120.77382
50757390124669,Stanislaus,Turlock Unified,eCademy Charter at Crane,Turlock,Y,K-12 Schools (Public),V,N,37.497192,-120.83978
50757390131185,Stanislaus,Turlock Unified,Fusion Charter,Turlock,Y,High Schools (Public),N,N,37.478178,-120.85399
50757395030283,Stanislaus,Turlock Unified,John H. Pitman High,Turlock,N,High Schools (Public),N,N,37.530051,-120.87708
50757395036884,Stanislaus,Turlock Unified,Roselawn High,Turlock,N,Continuation High Schools,N,N,37.494893,-120.87546
50757395037700,Stanislaus,Turlock Unified,Turlock High,Turlock,N,High Schools (Public),N,N,37.500082,-120.82604
51105120114207,Sutter,Sutter County Office of Education,Feather River Academy,Yuba City,N,County Community,N,N,39.137963,-121.65536
51105120140152,Sutter,Sutter County Office of Education,Pathways Charter Academy,Yuba City,Y,County Community,V,N,39.138161,-121.65286
51713735132758,Sutter,East Nicolaus Joint Union High,East Nicolaus High,Nicolaus,N,High Schools In 1 School Dist. (Public),N,N,38.910325,-121.54492
51713995130059,Sutter,Live Oak Unified,Valley Oak Continuation High,Live Oak,N,Continuation High Schools,N,N,39.276080,-121.65485
51713995135256,Sutter,Live Oak Unified,Live Oak High,Live Oak,N,High Schools (Public),N,N,39.276032,-121.65743
51714495130042,Sutter,Sutter Union High,Butte View High,Sutter,N,Continuation High Schools,N,N,39.166952,-121.75589
51714495137500,Sutter,Sutter Union High,Sutter High,Sutter,N,High Schools (Public),N,N,39.166952,-121.75589
51714640107722,Sutter,Yuba City Unified,River Valley High,Yuba City,N,High Schools (Public),C,N,39.137767,-121.66235
51714645130018,Sutter,Yuba City Unified,Albert Powell Continuation,Yuba City,N,Continuation High Schools,C,N,39.161746,-121.62679
51714645139001,Sutter,Yuba City Unified,Yuba City High,Yuba City,N,High Schools (Public),C,N,39.130352,-121.62329
51746335190012,Sutter,Tri-County ROP,Tri-County ROP,Yuba City,N,ROC/ROP,No Data,No Data,39.139109,-121.65173
52105205230016,Tehama,Tehama County Department of Education,Tehama Oaks High,Red Bluff,N,Juvenile Court Schools,N,N,40.170244,-122.25194
52105206119671,Tehama,Tehama County Department of Education,Tehama eLearning Academy,Red Bluff,Y,High Schools (Public),V,N,40.179112,-122.24665
52715060137414,Tehama,Corning Union High,Corning Independent Study,Corning,N,High Schools (Public),N,N,39.921018,-122.16591
52715065231675,Tehama,Corning Union High,Centennial Continuation High,Corning,N,Continuation High Schools,N,N,39.920625,-122.16644
52715065231709,Tehama,Corning Union High,Corning High,Corning,N,High Schools (Public),N,N,39.935147,-122.17251
52715715235106,Tehama,Los Molinos Unified,Los Molinos High,Los Molinos,N,High Schools (Public),N,N,40.021194,-122.09626
52716395237151,Tehama,Red Bluff Joint Union High,Salisbury High (Continuation),Red Bluff,N,Continuation High Schools,N,N,40.157270,-122.23972
52716395237201,Tehama,Red Bluff Joint Union High,Red Bluff High,Red Bluff,N,High Schools (Public),N,N,40.176327,-122.24712
52743105295019,Tehama,Tehama County ROP,Tehama County ROP,Red Bluff,N,ROC/ROP,No Data,No Data,40.178330,-122.24496
53105380125633,Trinity,Trinity County Office of Education,California Heritage Youthbuild Academy II,Redding,Y,County Community,C,N,40.539618,-122.30278
53738335330030,Trinity,Southern Trinity Joint Unified,Mt. Lassic High (Continuation),Mad River,N,Continuation High Schools,N,N,40.456174,-123.52819
53738335337423,Trinity,Southern Trinity Joint Unified,Southern Trinity High,Mad River,N,High Schools (Public),C,N,40.456037,-123.52815
53750285330022,Trinity,Mountain Valley Unified,Valley High,Hayfork,N,Continuation High Schools,N,N,40.554117,-123.18124
53750285337407,Trinity,Mountain Valley Unified,Hayfork High,Hayfork,N,High Schools (Public),N,N,40.550167,-123.17203
53765135330014,Trinity,Trinity Alps Unified,Alps View High (Continuation),Weaverville,N,Continuation High Schools,N,N,40.739348,-122.94754
53765135337456,Trinity,Trinity Alps Unified,Trinity High,Weaverville,N,High Schools (Public),C,N,40.738417,-122.94983
54105460119602,Tulare,Tulare County Office of Education,University Preparatory High,Visalia,Y,High Schools (Public),C,N,36.322965,-119.31416
54105465430061,Tulare,Tulare County Office of Education,Tulare County Court,Visalia,N,Juvenile Court Schools,N,N,36.274333,-119.31143
54105465430327,Tulare,Tulare County Office of Education,La Sierra High,Visalia,Y,High Schools (Public),N,N,36.341868,-119.27362
54105465430343,Tulare,Tulare County Office of Education,Tulare County Community,Visalia,N,County Community,N,N,36.274333,-119.31143
54718035430301,Tulare,Alpaugh Unified,Alpaugh -Senior High,Alpaugh,N,High Schools (Public),N,N,35.886200,-119.48497
54718605430095,Tulare,Cutler-Orosi Joint Unified,Esperanza High,Cutler,N,Alternative Schools of Choice,N,N,36.501275,-119.28843
54718605430244,Tulare,Cutler-Orosi Joint Unified,Cutler-Orosi Community Day,Cutler,N,District Community Day Schools,N,N,36.501827,-119.28827
54718605430806,Tulare,Cutler-Orosi Joint Unified,Lovell High,Cutler,N,Continuation High Schools,N,N,36.501247,-119.28829
54718605433230,Tulare,Cutler-Orosi Joint Unified,Orosi High,Orosi,N,High Schools (Public),N,N,36.548594,-119.28700
54719930124776,Tulare,Lindsay Unified,Loma Vista Charter,Lindsay,Y,K-12 Schools (Public),N,N,36.207026,-119.08252
54719935430194,Tulare,Lindsay Unified,John J. Cairns Continuation,Lindsay,N,Continuation High Schools,N,N,36.207037,-119.08255
54719935430236,Tulare,Lindsay Unified,Lindsay Community Day,Lindsay,N,District Community Day Schools,N,N,36.206665,-119.08251
54719935432414,Tulare,Lindsay Unified,Lindsay Senior High,Lindsay,N,High Schools (Public),N,N,36.210811,-119.06484
54721400136507,Tulare,Stone Corral Elementary,Crescent Valley Public Charter II,Visalia,Y,K-12 Schools (Public),N,N,36.330444,-119.29169
54722490107649,Tulare,Tulare Joint Union High,Countryside Community Day,Tulare,N,District Community Day Schools,N,N,36.195660,-119.35712
54722490116368,Tulare,Tulare Joint Union High,Mission Oak High,Tulare,N,High Schools (Public),N,N,36.195978,-119.49649
54722490130708,Tulare,Tulare Joint Union High,Sierra Vista Charter High,Tulare,Y,High Schools (Public),V,N,36.211450,-119.34695
54722490133793,Tulare,Tulare Joint Union High,Accelerated Charter High,Tulare,Y,High Schools (Public),N,N,36.251267,-119.31294
54722495430145,Tulare,Tulare Joint Union High,Tulare Technical Preparatory High,Tulare,N,Continuation High Schools,N,N,36.196430,-119.35573
54722495435409,Tulare,Tulare Joint Union High,Tulare Union High,Tulare,N,High Schools (Public),N,N,36.209189,-119.33850
54722495435466,Tulare,Tulare Joint Union High,Tulare Western High,Tulare,N,High Schools (Public),N,N,36.214632,-119.36041
54722560109751,Tulare,Visalia Unified,Visalia Charter Independent Study,Visalia,Y,High Schools (Public),N,N,36.322031,-119.31288
54722560120659,Tulare,Visalia Unified,Visalia Technical Early College,Visalia,Y,High Schools (Public),N,N,36.309483,-119.34063
54722560139212,Tulare,Visalia Unified,Creekside Community Day,Visalia,N,District Community Day Schools,C,N,36.337765,-119.31439
54722565430046,Tulare,Visalia Unified,Golden West High,Visalia,N,High Schools (Public),N,N,36.343211,-119.25214
54722565430368,Tulare,Visalia Unified,El Diamante High,Visalia,N,High Schools (Public),N,N,36.305498,-119.34649
54722565432828,Tulare,Visalia Unified,Mt. Whitney High,Visalia,N,High Schools (Public),N,N,36.322177,-119.30104
54722565434527,Tulare,Visalia Unified,Redwood High,Visalia,N,High Schools (Public),N,N,36.330099,-119.30326
54722565435839,Tulare,Visalia Unified,Sequoia High,Visalia,N,Continuation High Schools,N,N,36.338521,-119.31789
54753255430210,Tulare,Farmersville Unified,Farmersville High,Farmersville,N,High Schools (Public),N,N,36.310520,-119.20014
54753255430277,Tulare,Farmersville Unified,Deep Creek Academy,Farmersville,N,Continuation High Schools,N,N,36.296039,-119.20728
54755230116590,Tulare,Porterville Unified,Harmony Magnet Academy,Strathmore,Y,High Schools (Public),N,Y,36.141552,-119.06275
54755230137968,Tulare,Porterville Unified,Porterville Military Academy,Porterville,Y,K-12 Schools (Public),N,N,36.092398,-119.03781
54755235430228,Tulare,Porterville Unified,Vine Street Community Day,Porterville,N,District Community Day Schools,N,N,36.077283,-119.04449
54755235430251,Tulare,Porterville Unified,Granite Hills High,Porterville,N,High Schools (Public),N,Y,36.069341,-118.98604
54755235430624,Tulare,Porterville Unified,Citrus High,Porterville,N,Continuation High Schools,N,N,36.083759,-119.01134
54755235432786,Tulare,Porterville Unified,Monache High,Porterville,N,High Schools (Public),N,N,36.083250,-119.05280
54755235434113,Tulare,Porterville Unified,Porterville High,Porterville,N,High Schools (Public),N,Y,36.064625,-119.02892
54755235434931,Tulare,Porterville Unified,Strathmore High,Strathmore,N,High Schools (Public),N,N,36.145595,-119.06774
54755310102186,Tulare,Dinuba Unified,Ronald Reagan Academy,Dinuba,N,Alternative Schools of Choice,N,N,36.528040,-119.38401
54755315431119,Tulare,Dinuba Unified,Sierra Vista High (Continuation),Dinuba,N,Continuation High Schools,C,N,36.527573,-119.38459
54755315431184,Tulare,Dinuba Unified,Dinuba High,Dinuba,N,High Schools (Public),N,N,36.541679,-119.38666
54767945430285,Tulare,Woodlake Unified,Woodlake Community Day,Woodlake,N,District Community Day Schools,C,N,36.446704,-119.12571
54767945436258,Tulare,Woodlake Unified,Bravo Lake High,Woodlake,N,Continuation High Schools,C,N,36.423147,-119.10296
54767945436282,Tulare,Woodlake Unified,Woodlake High,Woodlake,N,High Schools (Public),C,N,36.419171,-119.10282
54768365430087,Tulare,Exeter Unified,Exeter Independent Study (Alternative),Exeter,N,Alternative Schools of Choice,V,N,36.291963,-119.14780
54768365431598,Tulare,Exeter Unified,Exeter Union High,Exeter,N,High Schools (Public),N,N,36.297180,-119.13598
54768365431614,Tulare,Exeter Unified,Kaweah High,Exeter,N,Continuation High Schools,N,N,36.297049,-119.13082
55105530134569,Tuolumne,Tuolumne County Superintendent of Schools,Gold Ridge Educational Center,Sonora,N,Juvenile Court Schools,N,N,37.982950,-120.38217
55105535530118,Tuolumne,Tuolumne County Superintendent of Schools,Tuolumne County Community/ISP,Sonora,N,County Community,N,N,37.978520,-120.39092
55723895530019,Tuolumne,Sonora Union High,Dario Cassina High,Sonora,N,Continuation High Schools,C,N,37.982557,-120.38002
55723895530043,Tuolumne,Sonora Union High,Theodore Bird High,Sonora,N,Alternative Schools of Choice,C,N,37.981797,-120.37962
55723895536503,Tuolumne,Sonora Union High,Sonora High,Sonora,N,High Schools (Public),C,N,37.992510,-120.38368
55724135530050,Tuolumne,Summerville Union High,Long Barn High,Long Barn,N,Continuation High Schools,N,N,38.091580,-120.13815
55724135530092,Tuolumne,Summerville Union High,South Fork High,Twain Harte,N,High Schools (Public),N,N,38.087627,-120.19489
55724135530100,Tuolumne,Summerville Union High,Cold Springs High,Long Barn,N,High Schools (Public),N,N,38.092277,-120.13375
55724135530175,Tuolumne,Summerville Union High,Mountain High,Pinecrest,N,High Schools (Public),N,N,38.183560,-120.00723
55724135530191,Tuolumne,Summerville Union High,Connections Visual and Performing Arts Academy,Tuolumne,Y,High Schools (Public),N,N,37.964726,-120.24444
55724135536750,Tuolumne,Summerville Union High,Summerville High,Tuolumne,N,High Schools (Public),N,N,37.964726,-120.24444
55751845530076,Tuolumne,Big Oak Flat-Groveland Unified,Tioga High,Groveland,N,High Schools (Public),C,N,37.824700,-120.11681
55751845530084,Tuolumne,Big Oak Flat-Groveland Unified,Don Pedro High,La Grange,N,High Schools (Public),C,N,37.663928,-120.31438
56105610109900,Ventura,Ventura County Office of Education,Vista Real Charter High,Oxnard,Y,High Schools (Public),N,N,34.198782,-119.17857
56105615630223,Ventura,Ventura County Office of Education,Providence,Oxnard,N,Juvenile Court Schools,N,N,34.254686,-119.15602
56105615630397,Ventura,Ventura County Office of Education,Gateway Community,Camarillo,N,County Community,N,N,34.208208,-119.07572
56724540124750,Ventura,Fillmore Unified,Heritage Valley Independent Study,Fillmore,N,Alternative Schools of Choice,C,N,34.404743,-118.91621
56724545630173,Ventura,Fillmore Unified,Sierra High,Fillmore,N,Continuation High Schools,C,N,34.404592,-118.91586
56724545632021,Ventura,Fillmore Unified,Fillmore Senior High,Fillmore,N,High Schools (Public),C,N,34.403600,-118.91442
56725205631817,Ventura,Ojai Unified,Legacy High,Ojai,N,Continuation High Schools,N,N,34.448136,-119.24291
56725205634076,Ventura,Ojai Unified,Nordhoff High,Ojai,N,High Schools (Public),N,N,34.442433,-119.26593
56725460120634,Ventura,Oxnard Union High,Architecture Construction & Engineering Charter High (ACE),Camarillo,Y,High Schools (Public),N,N,34.208023,-119.07623
56725460125674,Ventura,Oxnard Union High,Condor High,Oxnard,N,Alternative Schools of Choice,N,N,34.202146,-119.18971
56725460131698,Ventura,Oxnard Union High,Rancho Campana High,Camarillo,N,High Schools (Public),N,N,34.244356,-119.02138
56725460136804,Ventura,Oxnard Union High,Oxnard Middle College High,Oxnard,N,Alternative Schools of Choice,N,N,34.165157,-119.15828
56725460141838,Ventura,Oxnard Union High,Anacapa Adult Transition Program,Oxnard,N,Special Education Schools (Public),C,N,34.168483,-119.16070
56725465630066,Ventura,Oxnard Union High,Frontier High,Camarillo,N,Continuation High Schools,N,N,34.207397,-119.07636
56725465630389,Ventura,Oxnard Union High,Pacifica High,Oxnard,N,High Schools (Public),N,N,34.218898,-119.17153
56725465631619,Ventura,Oxnard Union High,Adolfo Camarillo High,Camarillo,N,High Schools (Public),N,N,34.219435,-119.00781
56725465631742,Ventura,Oxnard Union High,Channel Islands High,Oxnard,N,High Schools (Public),N,N,34.171053,-119.16116
56725465632849,Ventura,Oxnard Union High,Hueneme High,Oxnard,N,High Schools (Public),N,N,34.160943,-119.17375
56725465634548,Ventura,Oxnard Union High,Oxnard High,Oxnard,N,High Schools (Public),N,N,34.217910,-119.21400
56725465634761,Ventura,Oxnard Union High,Rio Mesa High,Oxnard,N,High Schools (Public),N,N,34.254192,-119.14758
56726035630322,Ventura,Simi Valley Unified,Santa Susana High,Simi Valley,N,High Schools (Public),N,Y,34.278938,-118.72688
56726035634993,Ventura,Simi Valley Unified,Apollo High,Simi Valley,N,Continuation High Schools,N,N,34.270549,-118.73454
56726035635008,Ventura,Simi Valley Unified,Royal High,Simi Valley,N,High Schools (Public),N,N,34.264414,-118.77282
56726035635933,Ventura,Simi Valley Unified,Simi Institute for Careers and Education,Simi Valley,N,Adult Education Centers,N,No Data,34.269221,-118.73505
56726035636188,Ventura,Simi Valley Unified,Simi Valley High,Simi Valley,N,High Schools (Public),N,N,34.278937,-118.68722
56726525630272,Ventura,Ventura Unified,Pacific High,Ventura,N,Continuation High Schools,N,N,34.266939,-119.24167
56726525630298,Ventura,Ventura Unified,El Camino High,Ventura,N,Alternative Schools of Choice,N,N,34.277367,-119.22678
56726525630348,Ventura,Ventura Unified,Foothill Technology High,Ventura,N,High Schools (Public),N,Y,34.278027,-119.22675
56726525630793,Ventura,Ventura Unified,Buena High,Ventura,N,High Schools (Public),N,N,34.277509,-119.21715
56726525637814,Ventura,Ventura Unified,Ventura Adult and Continuing Education,Ventura,N,Adult Education Centers,N,No Data,34.256528,-119.21916
56726525637822,Ventura,Ventura Unified,Ventura High,Ventura,N,High Schools (Public),N,N,34.277802,-119.26892
56737595630108,Ventura,Conejo Valley Unified,Conejo Valley High (Continuation),Thousand Oaks,N,Continuation High Schools,C,N,34.199310,-118.85355
56737595630116,Ventura,Conejo Valley Unified,Westlake High,Westlake Village,N,High Schools (Public),C,N,34.158871,-118.81779
56737595633748,Ventura,Conejo Valley Unified,Newbury Park High,Newbury Park,N,High Schools (Public),C,N,34.185332,-118.95398
56737595637004,Ventura,Conejo Valley Unified,Thousand Oaks High,Thousand Oaks,N,High Schools (Public),C,N,34.211003,-118.86841
56738745630132,Ventura,Oak Park Unified,Oak Park High,Oak Park,N,High Schools (Public),N,N,34.181078,-118.76525
56738745630199,Ventura,Oak Park Unified,Oak View High,Oak Park,N,Continuation High Schools,N,N,34.171490,-118.76696
56739400121426,Ventura,Moorpark Unified,IvyTech Charter,Moorpark,Y,High Schools (Public),N,N,34.294696,-118.84392
56739405630371,Ventura,Moorpark Unified,The High School at Moorpark College,Moorpark,N,High Schools (Public),N,N,34.299866,-118.83203
56739405633250,Ventura,Moorpark Unified,Moorpark High,Moorpark,N,High Schools (Public),C,N,34.270186,-118.89871
56768285635776,Ventura,Santa Paula Unified,Santa Paula High,Santa Paula,N,High Schools (Public),N,N,34.356394,-119.06950
56768285636170,Ventura,Santa Paula Unified,Renaissance High,Santa Paula,N,Continuation High Schools,N,N,34.354067,-119.07345
